DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,Id,CyberattackType,WashingtoniansAffected,IndustryType,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToContainBreach,DaysToIdentifyBreach,DiscoveredInProgress,DaysOfExposure,EndedOnDayDiscovered,DaysElapsedBeforeNotification,DaysOfExposureRange
03/14/2018 12:00:00 AM,04/13/2018 12:00:00 AM,Unauthorized Access,,,Inogen Inc.,9563,,518,Health,500-999,Unknown,,,false,,false,30,Unknown
03/28/2018 12:00:00 AM,04/13/2018 12:00:00 AM,Cyberattack,09/26/2017 12:00:00 AM,10/12/2017 12:00:00 AM,"Best Buy Co, Inc.",9562,Malware,8390,Business,"1,000-9,999",100-199,0,183,false,16,false,16,1-99
03/28/2018 12:00:00 AM,04/11/2018 12:00:00 AM,Cyberattack,09/26/2017 12:00:00 AM,10/12/2017 12:00:00 AM,Delta Airlines,9561,Malware,24563,Business,"10,000-49,999",100-199,0,183,false,16,false,14,1-99
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,University of Minnesota Foundation,10241,Ransomware,6460,Non-Profit/Charity,"1,000-9,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,St. Joseph School,10239,Ransomware,5142,Education,"1,000-9,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,ShelterBox USA,10238,Ransomware,778,Non-Profit/Charity,500-999,100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Save the Children,10237,Ransomware,47465,Non-Profit/Charity,"10,000-49,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Portland Community College Foundation,10236,Ransomware,17908,Non-Profit/Charity,"10,000-49,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"Planned Parenthood of the Columbia Willamette, Inc.",10235,Ransomware,2866,Non-Profit/Charity,"1,000-9,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Metropolitan State University Denver Foundation,10234,Ransomware,1235,Non-Profit/Charity,"1,000-9,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,March of Dimes,10233,Ransomware,446097,Non-Profit/Charity,"50,000-999,999",100-199,0,160,false,103,false,29,100-199
07/20/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,07/15/2019 12:00:00 AM,07/10/2020 12:00:00 AM,"Filters Fast, LLC",10232,Malware,6584,Business,"1,000-9,999",300-399,0,371,false,361,false,25,300-399
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,EMILY's List,10231,Ransomware,9325,Business,"1,000-9,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Denver Dumb Friends League,10230,Ransomware,655,Non-Profit/Charity,500-999,100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Confluence Health Foundation,10229,Ransomware,1132,Health,"1,000-9,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Boston University,10228,Ransomware,7067,Education,"1,000-9,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Bishop Blanchet High School,10227,Ransomware,3162,Education,"1,000-9,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Assumption St. Bridget School,10226,Ransomware,769,Education,500-999,100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"American Civil Liberties Union, Inc.",10225,Ransomware,86269,Non-Profit/Charity,"50,000-999,999",100-199,0,160,false,103,false,29,100-199
07/16/2020 12:00:00 AM,08/13/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"Hearing, Speech & Deaf Center",10224,Ransomware,8441,Non-Profit/Charity,"1,000-9,999",100-199,0,160,false,103,false,28,100-199
07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,The University of Florida,10223,Ransomware,5075,Education,"1,000-9,999",100-199,0,160,false,103,false,27,100-199
07/16/2020 12:00:00 AM,08/11/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,The Evergreen State College Foundation,10222,Ransomware,40549,Non-Profit/Charity,"10,000-49,999",100-199,0,160,false,103,false,26,100-199
07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Northeastern University,10219,Ransomware,2602,Education,"1,000-9,999",100-199,0,160,false,103,false,27,100-199
07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Mt. Baker Planned Parenthood,10218,Ransomware,2367,Non-Profit/Charity,"1,000-9,999",100-199,0,160,false,103,false,27,100-199
07/16/2020 12:00:00 AM,08/10/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Wisconsin Evangelical Lutheran Synod,10216,Ransomware,867,Non-Profit/Charity,500-999,100-199,0,160,false,103,false,25,100-199
07/16/2020 12:00:00 AM,08/10/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Heritage University,10215,Ransomware,7803,Education,"1,000-9,999",100-199,0,160,false,103,false,25,100-199
05/16/2020 12:00:00 AM,08/10/2020 12:00:00 AM,Cyberattack,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,"Dynasplint Systems, Inc.",10214,Ransomware,1364,Business,"1,000-9,999",0,0,0,true,0,true,86,0
07/16/2020 12:00:00 AM,08/09/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Planned Parenthood of the Rocky Mountains,10213,Ransomware,526,Health,500-999,100-199,0,160,false,103,false,24,100-199
07/16/2020 12:00:00 AM,08/07/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Pacific Northwest University of Health Sciences,10212,Ransomware,1122,Education,"1,000-9,999",100-199,0,160,false,103,false,22,100-199
07/16/2020 12:00:00 AM,08/05/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Cancer Research Institute,10211,Ransomware,1312,Non-Profit/Charity,"1,000-9,999",100-199,0,160,false,103,false,20,100-199
04/28/2020 12:00:00 AM,08/04/2020 12:00:00 AM,Unauthorized Access,,,"Scholarship America, Inc.",10210,,2620,Non-Profit/Charity,"1,000-9,999",Unknown,,,false,,false,98,Unknown
07/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Cyberattack,11/22/2019 12:00:00 AM,02/12/2020 12:00:00 AM,"Würkforce, Inc.",10209,Unclear/unknown,527,Business,500-999,200-299,0,223,false,82,false,32,1-99
07/16/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,"Americares Foundation, Inc.",10208,Ransomware,2444,Non-Profit/Charity,"1,000-9,999",100-199,0,160,false,103,false,18,100-199
07/16/2020 12:00:00 AM,07/31/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,George W. Bush Presidential Center,10207,Ransomware,6797,Non-Profit/Charity,"1,000-9,999",100-199,0,160,false,103,false,15,100-199
07/16/2020 12:00:00 AM,07/31/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,Auburn University,10206,Ransomware,1294,Education,"1,000-9,999",100-199,0,160,false,103,false,15,100-199
01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,01/18/2016 12:00:00 AM,01/08/2020 12:00:00 AM,"Front Rush, LLC",10205,,1982,Business,"1,000-9,999",500+,3,1448,true,1451,false,205,500+
07/16/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Cyberattack,02/07/2020 12:00:00 AM,05/20/2020 12:00:00 AM,French American School of Puget Sound,10204,Ransomware,3172,Education,"1,000-9,999",100-199,0,160,false,103,false,12,100-199
06/01/2020 12:00:00 AM,07/27/2020 12:00:00 AM,Cyberattack,,,CK-12 Foundation,10203,Unclear/unknown,5017,Non-Profit/Charity,"1,000-9,999",Unknown,,,false,,false,56,Unknown
06/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Unauthorized Access,07/26/2019 12:00:00 AM,11/18/2019 12:00:00 AM,Ply Gem Residential Solutions,10202,,2841,Business,"1,000-9,999",300-399,0,335,false,115,false,29,100-199
09/18/2019 12:00:00 AM,07/24/2020 12:00:00 AM,Theft or Mistake,09/18/2019 12:00:00 AM,09/18/2019 12:00:00 AM,Entercom Communications Corp.,10201,,2730,Business,"1,000-9,999",0,0,0,true,0,true,310,0
06/26/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Cyberattack,,,City of Redmond,10200,Unclear/unknown,2851,Government,"1,000-9,999",Unknown,,,false,,false,28,Unknown
08/10/2020 12:00:00 AM,08/24/2020 12:00:00 AM,Unauthorized Access,,,Arbiter Sports,10199,,16465,Business,"10,000-49,999",Unknown,,,false,,false,14,Unknown
09/07/2020 12:00:00 AM,12/30/2020 12:00:00 AM,Cyberattack,07/01/2018 12:00:00 AM,,Zoetop Business Co. Ltd.,10195,Unclear/unknown,148785,Business,"50,000-999,999",Unknown,,799,false,,false,114,Unknown
06/29/2020 12:00:00 AM,12/30/2020 12:00:00 AM,Cyberattack,06/04/2020 12:00:00 AM,07/10/2020 12:00:00 AM,International Union of Bricklayers and Allied Craftworkers,10193,Phishing,1053,Non-Profit/Charity,"1,000-9,999",1-99,11,25,true,36,false,184,1-99
07/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,09/24/2019 12:00:00 AM,11/14/2019 12:00:00 AM,Baylor Genetics,10192,Phishing,804,Health,500-999,200-299,0,296,false,51,false,60,1-99
08/15/2020 12:00:00 AM,01/14/2021 12:00:00 AM,Cyberattack,,,National Western Life Insurance Company,10176,Malware,15556,Finance,"10,000-49,999",Unknown,,,false,,false,152,Unknown
03/10/2021 12:00:00 AM,05/03/2021 12:00:00 AM,Cyberattack,12/01/2020 12:00:00 AM,03/08/2021 12:00:00 AM,"Divvy Up, Inc.",10174,Malware,1012,Business,"1,000-9,999",1-99,0,99,false,97,false,54,1-99
10/08/2020 12:00:00 AM,07/23/2021 12:00:00 AM,Cyberattack,04/05/2018 12:00:00 AM,03/27/2021 12:00:00 AM,Savory Spice,10172,Malware,2785,Business,"1,000-9,999",500+,170,917,true,1087,false,288,500+
02/25/2018 12:00:00 AM,03/27/2018 12:00:00 AM,Cyberattack,02/25/2018 12:00:00 AM,02/25/2018 12:00:00 AM,Manduka,9775,Malware,1634,Business,"1,000-9,999",0,0,0,true,0,true,30,0
03/01/2018 12:00:00 AM,03/20/2018 12:00:00 AM,Cyberattack,10/01/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Orbitz,9773,Unclear/unknown,5013,Business,"1,000-9,999",100-199,0,151,false,82,false,19,1-99
,03/19/2018 12:00:00 AM,Cyberattack,05/15/2017 12:00:00 AM,01/30/2018 12:00:00 AM,"Bronson Nutritionals, LLC",9772,Malware,774,Business,500-999,Unknown,,,false,260,false,,200-299
02/15/2018 12:00:00 AM,03/15/2018 12:00:00 AM,Theft or Mistake,,,"Parker Staffing Services, LLC",9771,,,Business,Unknown,Unknown,,,false,,false,28,Unknown
08/01/2017 12:00:00 AM,03/08/2018 12:00:00 AM,Cyberattack,,,ABM Industries Incorporated,9770,Phishing,1100,Business,"1,000-9,999",Unknown,,,false,,false,219,Unknown
02/14/2018 12:00:00 AM,03/02/2018 12:00:00 AM,Cyberattack,06/01/2016 12:00:00 AM,11/30/2017 12:00:00 AM,Preferred Hotels & Resorts,9769,Malware,21687,Business,"10,000-49,999",500+,0,623,false,547,false,16,500+
11/02/2017 12:00:00 AM,02/27/2018 12:00:00 AM,Unauthorized Access,08/14/2017 12:00:00 AM,08/18/2017 12:00:00 AM,FastHealth Corporation,9768,,2876,Health,"1,000-9,999",1-99,0,80,false,4,false,117,1-99
01/10/2018 12:00:00 AM,02/23/2018 12:00:00 AM,Unauthorized Access,01/20/2017 12:00:00 AM,01/29/2018 12:00:00 AM,North 40 Outfitters,9767,,2671,Business,"1,000-9,999",300-399,19,355,true,374,false,44,300-399
12/22/2017 12:00:00 AM,02/05/2018 12:00:00 AM,Theft or Mistake,12/22/2017 12:00:00 AM,12/22/2017 12:00:00 AM,"PAR Electrical Contractors, Inc.",9766,,768,Business,500-999,0,0,0,true,0,true,45,0
01/31/2018 12:00:00 AM,02/01/2018 12:00:00 AM,Cyberattack,01/30/2018 12:00:00 AM,01/30/2018 12:00:00 AM,North Beach School District,9765,Phishing,,Education,Unknown,1-99,0,1,false,0,false,1,0
11/30/2017 12:00:00 AM,01/25/2018 12:00:00 AM,Theft or Mistake,11/30/2017 12:00:00 AM,11/30/2017 12:00:00 AM,Zachary E. Adkins DDS,9764,,,Health,Unknown,0,0,0,true,0,true,56,0
09/13/2017 12:00:00 AM,01/12/2018 12:00:00 AM,Cyberattack,06/09/2017 12:00:00 AM,10/02/2017 12:00:00 AM,"Guarenteed Rate, Inc.",9762,Phishing,2545,Finance,"1,000-9,999",100-199,19,96,true,115,false,121,100-199
12/22/2017 12:00:00 AM,01/11/2018 12:00:00 AM,Cyberattack,06/08/2017 12:00:00 AM,12/22/2017 12:00:00 AM,"Deli Management, Inc. (Jason's Deli)",9761,Malware,,Business,Unknown,100-199,0,197,true,197,true,20,100-199
11/29/2017 12:00:00 AM,01/10/2018 12:00:00 AM,Unauthorized Access,,,"talentReef, Inc.",9760,,604,Business,500-999,Unknown,,,false,,false,42,Unknown
12/05/2017 12:00:00 AM,01/02/2018 12:00:00 AM,Unauthorized Access,12/02/2017 12:00:00 AM,12/02/2017 12:00:00 AM,Multnomah Athletic Club,9759,,661,Business,500-999,1-99,0,3,false,0,false,28,0
10/01/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Cyberattack,04/03/2017 12:00:00 AM,11/18/2017 12:00:00 AM,"Forever 21, Inc.",9758,Malware,,Business,Unknown,200-299,48,181,true,229,false,88,200-299
11/10/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Unauthorized Access,,,"TIO Networks USA, Inc.",9757,,1962,Finance,"1,000-9,999",Unknown,,,false,,false,42,Unknown
12/11/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Unauthorized Access,04/25/2017 12:00:00 AM,,"LiveGlam, Inc.",9756,,600,Business,500-999,Unknown,,230,false,,false,11,Unknown
10/06/2017 12:00:00 AM,12/11/2017 12:00:00 AM,Cyberattack,07/01/2015 12:00:00 AM,10/06/2017 12:00:00 AM,"Combat Brands, LLC",9755,Malware,956,Business,500-999,500+,0,828,true,828,true,66,500+
09/06/2017 12:00:00 AM,12/01/2017 12:00:00 AM,Unauthorized Access,06/15/2016 12:00:00 AM,11/06/2017 12:00:00 AM,JAM Paper & Envelope,9754,,590,Business,500-999,500+,61,448,true,509,false,86,500+
,11/27/2017 12:00:00 AM,Cyberattack,10/26/2016 12:00:00 AM,10/19/2017 12:00:00 AM,"Bulletproof 360, Inc.",9753,Malware,4077,Business,"1,000-9,999",Unknown,,,false,358,false,,300-399
11/15/2016 12:00:00 AM,11/21/2017 12:00:00 AM,Cyberattack,10/13/2016 12:00:00 AM,11/15/2016 12:00:00 AM,"Uber Technologies, Inc.",9752,Unclear/unknown,10888,Business,"10,000-49,999",1-99,0,33,true,33,true,371,1-99
09/20/2017 12:00:00 AM,11/15/2017 12:00:00 AM,Theft or Mistake,09/20/2017 12:00:00 AM,09/20/2017 12:00:00 AM,Western State Hospital,9750,,515,Health,500-999,0,0,0,true,0,true,56,0
09/07/2017 12:00:00 AM,11/03/2017 12:00:00 AM,Cyberattack,09/07/2017 12:00:00 AM,09/07/2017 12:00:00 AM,"Tween Brands, Inc.",9748,Other,2477,Business,"1,000-9,999",0,0,0,true,0,true,57,0
09/27/2017 12:00:00 AM,10/30/2017 12:00:00 AM,Unauthorized Access,09/27/2017 12:00:00 AM,09/27/2017 12:00:00 AM,HumanGood,9747,,642,Non-Profit/Charity,500-999,0,0,0,true,0,true,33,0
09/23/2017 12:00:00 AM,10/20/2017 12:00:00 AM,Cyberattack,03/10/2017 12:00:00 AM,09/28/2017 12:00:00 AM,"Whole Foods Market Services, Inc.",9746,Malware,,Business,Unknown,200-299,5,197,true,202,false,27,200-299
10/05/2017 12:00:00 AM,10/16/2017 12:00:00 AM,Unauthorized Access,10/01/2017 12:00:00 AM,10/02/2017 12:00:00 AM,"Pizza Hut, LLC",9745,,1896,Business,"1,000-9,999",1-99,0,4,false,1,false,11,1-99
08/11/2017 12:00:00 AM,10/06/2017 12:00:00 AM,Cyberattack,04/25/2017 12:00:00 AM,08/29/2017 12:00:00 AM,Tommie Copper Inc.,9744,Malware,695,Business,500-999,100-199,18,108,true,126,false,56,100-199
09/13/2017 12:00:00 AM,10/06/2017 12:00:00 AM,Cyberattack,05/27/2017 12:00:00 AM,07/12/2017 12:00:00 AM,"Provo Craft & Novelty, Inc.",9743,Unclear/unknown,773,Business,500-999,100-199,0,109,false,46,false,23,1-99
09/06/2017 12:00:00 AM,10/06/2017 12:00:00 AM,Cyberattack,07/31/2017 12:00:00 AM,08/28/2017 12:00:00 AM,Catholic United Financial,9742,Malware,704,Finance,500-999,1-99,0,37,false,28,false,30,1-99
08/30/2017 12:00:00 AM,10/03/2017 12:00:00 AM,Unauthorized Access,,,"FlexShopper, LLC",9740,,2396,Business,"1,000-9,999",Unknown,,,false,,false,34,Unknown
07/26/2017 12:00:00 AM,09/29/2017 12:00:00 AM,Unauthorized Access,,,The Online Traffic School,9739,,2404,Business,"1,000-9,999",Unknown,,,false,,false,65,Unknown
06/01/2017 12:00:00 AM,09/29/2017 12:00:00 AM,Unauthorized Access,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,BSI Financial Services,9738,,580,Finance,500-999,0,0,0,true,0,true,120,0
08/23/2017 12:00:00 AM,09/18/2017 12:00:00 AM,Theft or Mistake,08/23/2017 12:00:00 AM,08/23/2017 12:00:00 AM,"W.W. Grainger, Inc.",9737,,725,Business,500-999,0,0,0,true,0,true,26,0
07/29/2017 12:00:00 AM,09/07/2017 12:00:00 AM,Cyberattack,05/16/2017 12:00:00 AM,07/31/2017 12:00:00 AM,"Equifax, Inc.",9735,Other,3243664,Finance,"1,000,000+",1-99,2,74,true,76,false,40,1-99
07/18/2017 12:00:00 AM,08/31/2017 12:00:00 AM,Theft or Mistake,,,Timberland Bank,9734,,5688,Finance,"1,000-9,999",Unknown,,,false,,false,44,Unknown
08/15/2017 12:00:00 AM,08/24/2017 12:00:00 AM,Theft or Mistake,12/01/2016 12:00:00 AM,12/01/2016 12:00:00 AM,Green River Community College,9733,,3399,Education,"1,000-9,999",200-299,0,257,false,0,false,9,0
06/26/2017 12:00:00 AM,08/14/2017 12:00:00 AM,Cyberattack,,,TRUEbenefits LLC,9732,Phishing,12327,Business,"10,000-49,999",Unknown,,,false,,false,49,Unknown
06/06/2017 12:00:00 AM,08/03/2017 12:00:00 AM,Unauthorized Access,08/10/2016 12:00:00 AM,03/09/2017 12:00:00 AM,Silver Cloud Inns & Hotels,9731,,1382,Business,"1,000-9,999",300-399,0,300,false,211,false,58,200-299
06/06/2017 12:00:00 AM,07/28/2017 12:00:00 AM,Unauthorized Access,08/10/2016 12:00:00 AM,03/09/2017 12:00:00 AM,Noble House Hotels & Resorts,9730,,523,Business,500-999,300-399,0,300,false,211,false,52,200-299
05/02/2017 12:00:00 AM,07/26/2017 12:00:00 AM,Cyberattack,,,Steel Technologies LLC (Hydro Flask Brand),9729,Other,1780,Business,"1,000-9,999",Unknown,,,false,,false,85,Unknown
06/26/2017 12:00:00 AM,07/26/2017 12:00:00 AM,Cyberattack,12/21/2016 12:00:00 AM,04/11/2017 12:00:00 AM,Al J. Schneider Company (Galt House Hotel),9728,Skimmers,791,Business,500-999,100-199,0,187,false,111,false,30,100-199
06/25/2017 12:00:00 AM,07/18/2017 12:00:00 AM,Unauthorized Access,05/06/2017 12:00:00 AM,05/10/2017 12:00:00 AM,"Keller Williams Realty, Inc.",9725,,9425,Business,"1,000-9,999",1-99,0,50,false,4,false,23,1-99
06/08/2017 12:00:00 AM,07/21/2017 12:00:00 AM,Cyberattack,,,Value Eyecare Network,9724,Malware,2696,Business,"1,000-9,999",Unknown,,,false,,false,43,Unknown
06/06/2017 12:00:00 AM,08/03/2017 12:00:00 AM,Cyberattack,08/10/2016 12:00:00 AM,03/09/2017 12:00:00 AM,"Two Roads Hospitality, LLC",9723,Malware,5401,Business,"1,000-9,999",300-399,0,300,false,211,false,58,200-299
06/13/2017 12:00:00 AM,07/10/2017 12:00:00 AM,Cyberattack,06/13/2017 12:00:00 AM,06/21/2017 12:00:00 AM,Pacific Science Center,9720,Phishing,605,Business,500-999,1-99,8,0,true,8,false,27,1-99
06/06/2017 12:00:00 AM,07/06/2017 12:00:00 AM,Cyberattack,08/10/2016 12:00:00 AM,03/09/2017 12:00:00 AM,Four Seasons Hotels Limited,9719,Unclear/unknown,636,Business,500-999,300-399,0,300,false,211,false,30,200-299
06/06/2017 12:00:00 AM,07/05/2017 12:00:00 AM,Cyberattack,08/29/2016 12:00:00 AM,03/09/2017 12:00:00 AM,Loews Hotels & Co. ,9718,Malware,912,Business,500-999,200-299,0,281,false,192,false,29,100-199
06/06/2017 12:00:00 AM,06/30/2017 12:00:00 AM,Unauthorized Access,08/10/2016 12:00:00 AM,03/09/2017 12:00:00 AM,Preferred Hotel Group,9717,,2370,Business,"1,000-9,999",300-399,0,300,false,211,false,24,200-299
03/14/2017 12:00:00 AM,06/22/2017 12:00:00 AM,Unauthorized Access,,,Caliber Home Loans,9716,,20437,Finance,"10,000-49,999",Unknown,,,false,,false,100,Unknown
03/22/2017 12:00:00 AM,06/22/2017 12:00:00 AM,Cyberattack,03/02/2017 12:00:00 AM,06/15/2017 12:00:00 AM,GOLFTEC,9715,Skimmers,653,Business,500-999,100-199,85,20,true,105,false,92,100-199
05/17/2017 12:00:00 AM,06/20/2017 12:00:00 AM,Cyberattack,11/01/2016 12:00:00 AM,03/30/2017 12:00:00 AM,Home Point Financial Corporation,9714,Phishing,815,Finance,500-999,100-199,0,197,false,149,false,34,100-199
04/26/2017 12:00:00 AM,06/08/2017 12:00:00 AM,Theft or Mistake,,,Washington State University,9712,,769088,Education,"50,000-999,999",Unknown,,,false,,false,43,Unknown
04/18/2017 12:00:00 AM,06/05/2017 12:00:00 AM,Unauthorized Access,08/10/2016 12:00:00 AM,02/09/2017 12:00:00 AM,"GameStop, Inc.",9710,,27956,Business,"10,000-49,999",200-299,0,251,false,183,false,48,100-199
05/26/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Unauthorized Access,10/23/2013 12:00:00 AM,03/31/2017 12:00:00 AM,"Kennewick Public Hospital District, dba Trios Health",9708,,942,Health,500-999,500+,0,1311,false,1255,false,0,500+
02/06/2017 12:00:00 AM,05/24/2017 12:00:00 AM,Cyberattack,02/26/2016 12:00:00 AM,12/05/2016 12:00:00 AM,"Incipio, LLC",9707,Unclear/unknown,1650,Business,"1,000-9,999",300-399,0,346,false,283,false,107,200-299
05/09/2017 12:00:00 AM,05/19/2017 12:00:00 AM,Theft or Mistake,05/09/2017 12:00:00 AM,05/09/2017 12:00:00 AM,Zillow,9706,,1086,Business,"1,000-9,999",0,0,0,true,0,true,10,0
,05/17/2017 12:00:00 AM,Cyberattack,01/30/2017 12:00:00 AM,04/11/2017 12:00:00 AM,"Rite Aid Online Store, Inc.",9705,Malware,657,Business,500-999,Unknown,,,false,71,false,,1-99
04/03/2017 12:00:00 AM,05/16/2017 12:00:00 AM,Cyberattack,,,"Nicopure Labs, LLC",9704,Malware,541,Business,500-999,Unknown,,,false,,false,43,Unknown
04/24/2017 12:00:00 AM,05/15/2017 12:00:00 AM,Cyberattack,01/04/2016 12:00:00 AM,03/29/2017 12:00:00 AM,TALX Corporation,9703,Other,1467,Finance,"1,000-9,999",400-499,0,476,false,450,false,21,400-499
02/23/2017 12:00:00 AM,05/15/2017 12:00:00 AM,Cyberattack,12/20/2016 12:00:00 AM,03/03/2017 12:00:00 AM,Kuru Footwear,9702,Malware,513,Business,500-999,1-99,8,65,true,73,false,81,1-99
04/17/2017 12:00:00 AM,05/12/2017 12:00:00 AM,Cyberattack,11/14/2016 12:00:00 AM,04/17/2017 12:00:00 AM,Indigo Wild,9701,Malware,501,Business,500-999,100-199,0,154,true,154,true,25,100-199
04/24/2017 12:00:00 AM,05/12/2017 12:00:00 AM,Cyberattack,04/04/2016 12:00:00 AM,03/01/2017 12:00:00 AM,Brooks Brothers,9700,Skimmers,,Business,Unknown,300-399,0,385,false,331,false,18,300-399
08/10/2016 12:00:00 AM,05/09/2017 12:00:00 AM,Cyberattack,08/10/2016 12:00:00 AM,08/10/2016 12:00:00 AM,Seattle Indian Health Board,9699,Other,4579,Health,"1,000-9,999",0,0,0,true,0,true,272,0
03/17/2017 12:00:00 AM,04/25/2017 12:00:00 AM,Theft or Mistake,,,Seattle Housing Authority,9696,,1500,Government,"1,000-9,999",Unknown,,,false,,false,39,Unknown
01/26/2017 12:00:00 AM,04/18/2017 12:00:00 AM,Cyberattack,01/23/2017 12:00:00 AM,02/22/2017 12:00:00 AM,Pacific Lutheran University,9694,Phishing,813,Education,500-999,1-99,27,3,true,30,false,82,1-99
,04/14/2017 12:00:00 AM,Cyberattack,09/29/2016 12:00:00 AM,12/29/2016 12:00:00 AM,Six Continents Hotels,9693,Malware,13825,Business,"10,000-49,999",Unknown,,,false,91,false,,1-99
03/24/2017 12:00:00 AM,04/12/2017 12:00:00 AM,Cyberattack,10/01/2016 12:00:00 AM,01/01/2017 12:00:00 AM,"ILKB, LLC",9692,Other,1140,Business,"1,000-9,999",100-199,0,174,false,92,false,19,1-99
